GNPSLinkout_Cluster,GNPSLinkout_Network,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster index,componentindex,number of spectra,parent mass,precursor charge,precursor mass,sum(precursor intensity),INCHI
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3310"",""main.cluster index_upperinput"":""3310""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=307&task=818684bc2ef44996a6257df861bb9695&show=true,Carveol,0.962739,1.3038,1.3038,0,CCMSLIB00005435948,21077.32361,172,3310,307,172,135.0805,1,135.0805,21077.32361, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9168"",""main.cluster index_upperinput"":""9168""}",This Node is a Singleton,Gly-Val,0.962655,8.4549,8.4549,0,CCMSLIB00003213191,4765.5732,172,9168,-1,172,175.1082,1,175.1082,4765.5732,"InChI=1S/C7H14N2O3/c1-4(2)6(7(11)12)9-5(10)3-8/h4,6H,3,8H2,1-2H3,(H,9,10)(H,11,12)/t6-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19350"",""main.cluster index_upperinput"":""19350""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Arg-Ala,0.962434,16.469,16.469,0,CCMSLIB00003737525,1582.139293,172,19350,133,172,246.1565,1,246.1565,1582.139293,"InChI=1S/C9H19N5O3/c1-5(8(16)17)14-7(15)6(10)3-2-4-13-9(11)12/h5-6H,2-4,10H2,1H3,(H,14,15)(H,16,17)(H4,11,12,13)/t5-,6-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""114365"",""main.cluster index_upperinput"":""114365""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=574&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to .beta.-D-Glucose from NIST14,0.962428,8.5287,8.5287,0,CCMSLIB00003137295,2870.095336,168,114365,574,168,383.1169,1,383.1169,2870.095336,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""8744"",""main.cluster index_upperinput"":""8744""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=142&task=818684bc2ef44996a6257df861bb9695&show=true,Pro-Trp,0.96091,7.7902,7.7902,0,CCMSLIB00003213863,2507.771942,169,8744,142,169,302.1505,1,302.1505,2507.771942,"InChI=1S/C16H19N3O3/c20-15(13-6-3-7-17-13)19-14(16(21)22)8-10-9-18-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17-18H,3,6-8H2,(H,19,20)(H,21,22)/t13-,14+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""72655"",""main.cluster index_upperinput"":""72655""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=455&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Phosphocholine from NIST14,0.960666,18.1701,18.1701,0,CCMSLIB00003136136,700.0143497,172,72655,455,172,184.0737,1,184.0737,700.0143497,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1937"",""main.cluster index_upperinput"":""1937""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1299&task=818684bc2ef44996a6257df861bb9695&show=true,"N,N-Dimethyldodecylamine N-oxide",0.960007,5.0618,5.0618,0,CCMSLIB00000579701,2371.237507,172,1937,1299,172,230.2481,1,230.2481,2371.237507,"InChI=1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""56389"",""main.cluster index_upperinput"":""56389""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1299&task=818684bc2ef44996a6257df861bb9695&show=true,"N,N-Dimethyldodecylamine N-oxide",0.960007,5.1035,5.1035,0,CCMSLIB00000579701,2131.649112,172,56389,1299,172,230.2481,1,230.2481,2131.649112,"InChI=1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""31143"",""main.cluster index_upperinput"":""31143""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=580&task=818684bc2ef44996a6257df861bb9695&show=true,Sclareolide,0.959189,4.0696,4.0696,0,CCMSLIB00003566545,1750.721802,172,31143,580,172,191.1795,1,191.1795,1750.721802,"InChI=1S/C16H26O2/c1-14(2)7-5-8-15(3)11(14)6-9-16(4)12(15)10-13(17)18-16/h11-12H,5-10H2,1-4H3/t11-,12+,15-,16+/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10101"",""main.cluster index_upperinput"":""10101""}",This Node is a Singleton,Spectral Match to Val-Val from NIST14,0.958364,7.0728,7.0728,0,CCMSLIB00003137590,1025.911212,172,10101,-1,172,217.1548,1,217.1548,1025.911212,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""28475"",""main.cluster index_upperinput"":""28475""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=330&task=818684bc2ef44996a6257df861bb9695&show=true,Yersiniabactin,0.957353,2.2854,2.2854,0,CCMSLIB00005435756,9682.0629,128,28475,330,128,482.1251,1,482.1251,9682.0629, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3298"",""main.cluster index_upperinput"":""3298""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=141&task=818684bc2ef44996a6257df861bb9695&show=true,Nicotinamide riboside cation,0.956819,11.0949,11.0949,0,CCMSLIB00003374459,12809.27034,172,3298,141,172,255.0977,1,255.0977,12809.27034,"InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1/t7-,8-,9-,11-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2101"",""main.cluster index_upperinput"":""2101""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=141&task=818684bc2ef44996a6257df861bb9695&show=true,trans-Zeatin,0.954897,1.5171,1.5171,0,CCMSLIB00003498624,2137.240936,172,2101,141,172,220.1193,1,220.1193,2137.240936,"InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""175"",""main.cluster index_upperinput"":""175""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=117&task=818684bc2ef44996a6257df861bb9695&show=true,Pentaethylene glycol,0.953658,1.0087,1.0087,0,CCMSLIB00003440922,22859.76533,172,175,117,172,239.149,1,239.149,22859.76533,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""70457"",""main.cluster index_upperinput"":""70457""}",This Node is a Singleton,Glycerophosphocholine,0.953332,11.9175,11.9175,0,CCMSLIB00003377699,354.7689774,168,70457,-1,168,258.1102,1,258.1102,354.7689774,"InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/t8-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19129"",""main.cluster index_upperinput"":""19129""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Ile-Arg,0.953303,10.6098,10.6098,0,CCMSLIB00003213392,2202.777334,172,19129,133,172,288.2033,1,288.2033,2202.777334,"InChI=1S/C12H25N5O3/c1-3-7(2)9(13)10(18)17-8(11(19)20)5-4-6-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t7-,8-,9-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9397"",""main.cluster index_upperinput"":""9397""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=141&task=818684bc2ef44996a6257df861bb9695&show=true,trans-Zeatin,0.952535,1.5473,1.5473,0,CCMSLIB00003498624,2017.157601,172,9397,141,172,220.1192,1,220.1192,2017.157601,"InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4099"",""main.cluster index_upperinput"":""4099""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1299&task=818684bc2ef44996a6257df861bb9695&show=true,"N,N-Dimethyldodecylamine N-oxide",0.950595,5.1036,5.1036,0,CCMSLIB00000579701,2671.765589,172,4099,1299,172,230.2481,1,230.2481,2671.765589,"InChI=1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6391"",""main.cluster index_upperinput"":""6391""}",This Node is a Singleton,Lys-Ala,0.950048,16.9477,16.9477,0,CCMSLIB00003737205,1229.025858,172,6391,-1,172,218.1502,1,218.1502,1229.025858,"InChI=1S/C9H19N3O3/c1-6(9(14)15)12-8(13)7(11)4-2-3-5-10/h6-7H,2-5,10-11H2,1H3,(H,12,13)(H,14,15)/t6-,7-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17927"",""main.cluster index_upperinput"":""17927""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=333&task=818684bc2ef44996a6257df861bb9695&show=true,Phe-Ile,0.947986,4.787,4.787,0,CCMSLIB00003737082,3066.120642,172,17927,333,172,279.1707,1,279.1707,3066.120642,"InChI=1S/C15H22N2O3/c1-3-10(2)13(15(19)20)17-14(18)12(16)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20)/t10-,12-,13-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""65086"",""main.cluster index_upperinput"":""65086""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1240&task=818684bc2ef44996a6257df861bb9695&show=true,7-Keto-8-aminopelargonic acid,0.947736,9.6406,9.6406,0,CCMSLIB00003228236,6038.38685,172,65086,1240,172,188.1283,1,188.1283,6038.38685,"InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)/t7-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""45404"",""main.cluster index_upperinput"":""45404""}",This Node is a Singleton,Spectral Match to Ile-Thr from NIST14,0.947115,6.9485,6.9485,0,CCMSLIB00003138677,1045.946716,172,45404,-1,172,233.1497,1,233.1497,1045.946716,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1487"",""main.cluster index_upperinput"":""1487""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=385&task=818684bc2ef44996a6257df861bb9695&show=true,Acetyl coenzyme A,0.944713,1.1749,1.1749,0,CCMSLIB00003393449,2149.142092,170,1487,385,170,303.1373,1,303.1373,2149.142092,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""40167"",""main.cluster index_upperinput"":""40167""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1016&task=818684bc2ef44996a6257df861bb9695&show=true,N-[Tris(hydroxymethyl)methyl]-3-aminopropanesulfonic acid,0.944298,9.9602,9.9602,0,CCMSLIB00003230133,92.79575388,124,40167,1016,124,244.0856,1,244.0856,92.79575388,"InChI=1S/C7H17NO6S/c9-4-7(5-10,6-11)8-2-1-3-15(12,13)14/h8-11H,1-6H2,(H,12,13,14)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""119641"",""main.cluster index_upperinput"":""119641""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1117&task=818684bc2ef44996a6257df861bb9695&show=true,N-Acetyl-L-glutamine,0.943284,8.6677,8.6677,0,CCMSLIB00003385734,53456.49324,172,119641,1117,172,211.0691,1,211.0691,53456.49324,"InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)/t5-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19478"",""main.cluster index_upperinput"":""19478""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=455&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Phosphocholine from NIST14,0.942405,17.419,17.419,0,CCMSLIB00003136136,564.421551,170,19478,455,170,184.0736,1,184.0736,564.421551,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1596"",""main.cluster index_upperinput"":""1596""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=574&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to .beta.-D-Glucose from NIST14,0.942178,8.4903,8.4903,0,CCMSLIB00003134892,7308.423817,169,1596,574,169,383.1169,1,383.1169,7308.423817,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""72586"",""main.cluster index_upperinput"":""72586""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=436&task=818684bc2ef44996a6257df861bb9695&show=true,"3,5-Lutidine",0.940051,4.0107,4.0107,0,CCMSLIB00003378548,8193.511339,172,72586,436,172,108.0811,1,108.0811,8193.511339,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""13270"",""main.cluster index_upperinput"":""13270""}",This Node is a Singleton,Leu-Phe,0.937762,5.136,5.136,0,CCMSLIB00003736565,5010.691413,172,13270,-1,172,279.1707,1,279.1707,5010.691413,"InChI=1S/C15H22N2O3/c1-10(2)8-12(16)14(18)17-13(15(19)20)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""23853"",""main.cluster index_upperinput"":""23853""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=333&task=818684bc2ef44996a6257df861bb9695&show=true,Phe-Ile,0.937724,5.1823,5.1823,0,CCMSLIB00003737082,4375.435455,172,23853,333,172,279.1708,1,279.1708,4375.435455,"InChI=1S/C15H22N2O3/c1-3-10(2)13(15(19)20)17-14(18)12(16)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20)/t10-,12-,13-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18797"",""main.cluster index_upperinput"":""18797""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1240&task=818684bc2ef44996a6257df861bb9695&show=true,7-Keto-8-aminopelargonic acid,0.93766,9.8001,9.8001,0,CCMSLIB00003228236,4900.804988,172,18797,1240,172,188.1283,1,188.1283,4900.804988,"InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)/t7-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3881"",""main.cluster index_upperinput"":""3881""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1240&task=818684bc2ef44996a6257df861bb9695&show=true,7-Keto-8-aminopelargonic acid,0.93749,8.5852,8.5852,0,CCMSLIB00003505392,2122.069787,172,3881,1240,172,188.1283,1,188.1283,2122.069787,"InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)/t7-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2466"",""main.cluster index_upperinput"":""2466""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1240&task=818684bc2ef44996a6257df861bb9695&show=true,7-Keto-8-aminopelargonic acid,0.937374,9.51,9.51,0,CCMSLIB00003228236,6023.936443,172,2466,1240,172,188.1283,1,188.1283,6023.936443,"InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)/t7-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""11750"",""main.cluster index_upperinput"":""11750""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=333&task=818684bc2ef44996a6257df861bb9695&show=true,Phe-Ile,0.937312,4.749,4.749,0,CCMSLIB00003737082,3204.58799,172,11750,333,172,279.1707,1,279.1707,3204.58799,"InChI=1S/C15H22N2O3/c1-3-10(2)13(15(19)20)17-14(18)12(16)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20)/t10-,12-,13-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""48040"",""main.cluster index_upperinput"":""48040""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=194&task=818684bc2ef44996a6257df861bb9695&show=true,Phe-Phe,0.936463,4.4661,4.4661,0,CCMSLIB00003736395,1304.313756,164,48040,194,164,313.1548,1,313.1548,1304.313756,"InChI=1S/C18H20N2O3/c19-15(11-13-7-3-1-4-8-13)17(21)20-16(18(22)23)12-14-9-5-2-6-10-14/h1-10,15-16H,11-12,19H2,(H,20,21)(H,22,23)/t15-,16-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17859"",""main.cluster index_upperinput"":""17859""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=194&task=818684bc2ef44996a6257df861bb9695&show=true,Phe-Phe,0.936096,4.4448,4.4448,0,CCMSLIB00003736392,1524.515551,164,17859,194,164,313.1549,1,313.1549,1524.515551,"InChI=1S/C18H20N2O3/c19-15(11-13-7-3-1-4-8-13)17(21)20-16(18(22)23)12-14-9-5-2-6-10-14/h1-10,15-16H,11-12,19H2,(H,20,21)(H,22,23)/t15-,16-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25997"",""main.cluster index_upperinput"":""25997""}",This Node is a Singleton,Pro-Arg,0.935843,17.9402,17.9402,0,CCMSLIB00003730857,987.1476945,164,25997,-1,164,136.5897,1,136.5897,987.1476945,"InChI=1S/C11H21N5O3/c12-11(13)15-6-2-4-8(10(18)19)16-9(17)7-3-1-5-14-7/h7-8,14H,1-6H2,(H,16,17)(H,18,19)(H4,12,13,15)/t7-,8-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6"",""main.cluster index_upperinput"":""6""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=818684bc2ef44996a6257df861bb9695&show=true,"NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-",0.934758,0.9557,0.9557,0,CCMSLIB00000853048,133390.1785,172,6,36,172,415.2122,1,415.2122,133390.1785,"InChI=1S/C24H32O7/c1-11-19-14(30-21(11)27)9-16-23(6)15(7-8-24(16)20(19)31-24)22(4,5)17(28-12(2)25)10-18(23)29-13(3)26/h14-18,20H,7-10H2,1-6H3/t14-,15-,16+,17+,18+,20-,23-,24+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""31907"",""main.cluster index_upperinput"":""31907""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=36&task=818684bc2ef44996a6257df861bb9695&show=true,"NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-",0.934675,0.9846,0.9846,0,CCMSLIB00000853048,128230.433,172,31907,36,172,415.2123,1,415.2123,128230.433,"InChI=1S/C24H32O7/c1-11-19-14(30-21(11)27)9-16-23(6)15(7-8-24(16)20(19)31-24)22(4,5)17(28-12(2)25)10-18(23)29-13(3)26/h14-18,20H,7-10H2,1-6H3/t14-,15-,16+,17+,18+,20-,23-,24+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3427"",""main.cluster index_upperinput"":""3427""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=142&task=818684bc2ef44996a6257df861bb9695&show=true,Pro-Trp,0.934157,7.8115,7.8115,0,CCMSLIB00003213862,2856.939978,168,3427,142,168,302.1506,1,302.1506,2856.939978,"InChI=1S/C16H19N3O3/c20-15(13-6-3-7-17-13)19-14(16(21)22)8-10-9-18-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17-18H,3,6-8H2,(H,19,20)(H,21,22)/t13-,14+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""7187"",""main.cluster index_upperinput"":""7187""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=436&task=818684bc2ef44996a6257df861bb9695&show=true,"3,5-Lutidine",0.934122,5.9604,5.9604,0,CCMSLIB00003378548,21029.88156,172,7187,436,172,108.0812,1,108.0812,21029.88156,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""116572"",""main.cluster index_upperinput"":""116572""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to 1-Palmitoyl-2-oleoyl-sn-glycerol from NIST14,0.933513,1.8859,1.8859,0,CCMSLIB00003135652,355.0035944,95,116572,78,95,577.5198,1,577.5198,355.0035944,N/A
